,reported_on,sighted_on,description,duration,municipality,state,country,latitude,longitude,shape,url,caption,object
82576,2017-03-09 08:05:00,1973-05-31 22:05:00,Viewing Distance 501 Feet - 1 Mile,0 days 01:00:00.000000000, Bunn,, United States, 35.96648, -78.25131, Saturn-like,,,
82577,2017-03-09 12:11:00,2017-03-08 19:30:00,Viewing Distance Unknown,0 days 00:40:00.000000000, Eastland,, United States, 32.30490, -98.72328, Sphere,,,
82578,2017-03-09 13:19:00,2017-02-05 00:00:00,Viewing Distance Over One Mile,, Saint-Denis,, France, 48.93618, 2.35744,,,,
82579,2017-03-09 13:39:00,2016-03-09 17:30:00,Viewing Distance Over One Mile,0 days 00:02:00.000000000, Cherahil,,,,, Fireball,,,
82580,2017-03-09 16:30:00,1968-07-31 00:00:00,Viewing Distance 21-100 Feet,, Columbus,, United States, 33.51376, -88.43876,,,,
82581,2017-03-09 18:24:00,2017-03-09 05:30:00,Viewing Distance Over One Mile,0 days 00:10:00.000000000, Ardmore,, United States, 34.17419, -97.16780, Star-like,,,
82582,2017-03-09 20:52:00,2017-03-09 20:20:00,Viewing Distance Over One Mile,0 days 00:02:00.000000000, Rossville,, United States, 34.95496, -85.25849, Triangle,,,
82583,2017-03-09 23:24:00,2017-03-09 20:20:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, Kingman,, United States, 35.39999, -113.84277, Triangle,,,
82584,2017-03-09 23:50:00,2017-03-08 00:00:00,Viewing Distance Over One Mile,0 days 00:00:04.000000000, Eustis,, United States, 28.83668, -81.68153, Circle,,,
82585,2017-03-10 02:11:00,2017-03-09 23:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, Olympia,, United States, 47.04956, -122.88625, Sphere,,,
82586,2017-03-10 03:27:00,2008-05-31 00:00:00,"Viewing Distance 21-100 Feet, 101-500 Feet, 501 Feet - 1 Mile",0 days 00:01:30.000000000, Coulterville,, United States, 37.71075, -120.19721, Sphere,,,
82587,2017-03-10 09:38:00,2017-02-15 07:35:00,Viewing Distance 21-100 Feet,0 days 00:25:00.000000000, Smithfield,, United States, 37.03533, -76.78380, Disc,,,
82588,2017-03-10 10:37:00,2017-02-10 07:15:00,Viewing Distance N/A,, Scarborough,, United States, 43.60332, -70.34428,,,,
82589,2017-03-10 11:26:00,2017-03-08 18:00:00,Viewing Distance Unknown,, Philadelphia,, United States, 39.96197, -75.15693,,,,
82590,2017-03-10 13:31:00,2013-06-01 17:00:00,Viewing Distance Unknown,0 days 00:01:00.000000000, Québec City,, Canada, 46.82384, -71.20125, Sphere,,,
82591,2017-03-10 13:39:00,2017-01-23 00:00:00,Viewing Distance 21-100 Feet,0 days 02:00:00.000000000, Los Angeles,, United States, 33.94309, -118.47056, Oval,,,
82592,2017-03-10 13:48:00,2017-03-10 10:15:00,Viewing Distance N/A,0 days 00:05:00.000000000, El Cajon,, United States, 32.80052, -116.95726, Disc,,,
82593,2017-03-10 15:01:00,2016-05-10 00:00:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile",, Marsaskala,, 35.86036, 14.55679,,,,,
82594,2017-03-10 15:11:00,1992-07-18 21:30:00,Viewing Distance Unknown,0 days 00:00:15.000000000, Spokane Valley,, United States, 47.65361, -117.31209, Circle,,,
82595,2017-03-10 15:43:00,2017-03-04 01:01:00,Viewing Distance Unknown,0 days 08:00:00.000000000, California,, 36.78663, -119.41235,, Other,,,
82596,2017-03-10 16:36:00,2017-03-08 00:00:00,Viewing Distance 21-100 Feet,0 days 00:00:15.000000000, Illinois,, 40.64264, -89.38956,, Teardrop,,,
82597,2017-03-10 17:47:00,2017-03-10 00:00:00,Viewing Distance 21-100 Feet,0 days 00:16:00.000000000, Potchefstroom,, South Africa, -26.71453, 27.09705, Triangle,,,
82598,2017-03-10 19:15:00,2017-03-10 14:26:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:00.000000000, Ashland,, United States, 38.48839, -82.62849, Cigar,,,
82599,2017-03-10 21:32:00,2017-03-10 19:00:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Kinburn,, Canada, 45.35199, -76.11452, Sphere,,,
82600,2017-03-10 22:18:00,2017-03-10 20:00:00,Viewing Distance Over One Mile,0 days 00:02:00.000000000, Carol Stream,, United States, 41.91985, -88.14031, Cylinder,,,
82601,2017-03-11 00:17:00,2000-09-13 18:12:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:06:00.000000000, Yuma,, United States, 32.67952, -114.65535, Unknown,,,
82602,2017-03-11 01:05:00,2016-12-26 00:00:00,Viewing Distance Over One Mile,0 days 00:15:00.000000000, Montreal,, Canada, 45.51063, -73.56486, Circle,,,
82603,2017-03-11 02:06:00,2017-03-10 00:00:00,Viewing Distance Over One Mile,0 days 00:01:00.000000000, Dover,, United States, 39.16440, -75.52068, Diamond,,,
82604,2017-03-11 03:20:00,2017-02-27 19:20:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:30:00.000000000, Barrie,, Canada, 44.38395, -79.72375, Triangle,,,
82605,2017-03-11 05:35:00,2017-03-10 21:16:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:40:00.000000000, Orange,, United States, 33.79026, -117.84066, Diamond,,,
82606,2017-03-11 09:52:00,2017-03-11 05:30:00,Viewing Distance Unknown,0 days 00:45:00.000000000, Jackson,, United States, 42.29895, -84.48010, N,,,
82607,2017-03-11 10:22:00,2017-02-14 01:00:00,Viewing Distance 101-500 Feet,0 days 00:10:00.000000000, SILVES - AMAZONAS,,,,, Star-like,,,
82608,2017-03-11 12:20:00,1996-05-31 00:00:00,Viewing Distance 20 Feet or Less,0 days 00:45:00.000000000, Hoxton Park,, Australia, -33.93004, 150.84673, N,,,
82609,2017-03-11 13:28:00,2017-03-10 00:00:00,Viewing Distance 101-500 Feet,0 days 00:02:00.000000000, California,, 36.78086, -119.41454,, Square,,,
82610,2017-03-11 14:44:00,2015-04-15 11:08:00,Viewing Distance Unknown,0 days 00:01:00.000000000, Las Vegas,, United States, 36.17245, -115.13313, Disc,,,
82611,2017-03-11 15:43:00,2017-03-11 02:20:00,Viewing Distance 20 Feet or Less,0 days 00:00:03.000000000, Palm Springs,, United States, 33.84725, -116.52763, Other,,,
82612,2017-03-11 19:58:00,2017-03-10 09:35:00,Viewing Distance 101-500 Feet,0 days 00:26:00.000000000, British Columbia,, 53.72848, -127.64539,, Oval,,,
82613,2017-03-11 20:16:00,2017-03-09 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, Santa Rosa,, United States, 38.43164, -122.66754, Star-like,,,
82614,2017-03-11 20:35:00,2017-03-11 18:05:00,Viewing Distance Over One Mile,0 days 00:15:00.000000000, Glendale,, US,,, N,,,
82615,2017-03-11 22:22:00,2017-03-09 00:00:00,Viewing Distance Unknown,0 days 00:00:45.000000000, Laramie,, United States, 41.31801, -105.60486, Circle,,,
82617,2017-03-12 06:31:00,2017-03-04 17:00:00,Viewing Distance Over One Mile,, Nevada,, 38.80541, -116.41732,,,,,
82618,2017-03-12 21:49:00,2016-11-12 00:00:00,Viewing Distance Over One Mile,0 days 00:00:15.000000000, Black Creek,, United States, 44.47774, -88.44492, Cylinder,,,
82619,2017-03-12 22:34:00,2017-03-12 04:45:00,Viewing Distance Unknown,0 days 00:00:05.000000000, Itu,, Brazil, -23.27483, -47.27286, Egg,,,
82620,2017-03-13 00:32:00,2017-02-14 08:20:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",0 days 00:03:00.000000000, Pittsburg,, United States, 38.01702, -121.87014, Star-like,,,
82621,2017-03-13 12:36:00,2017-03-13 19:00:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Veyangoda,,,,, Star-like,,,
82622,2017-03-13 14:25:00,2017-03-11 20:40:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:30.000000000, Vernon Township,, United States, 41.18951, -74.52284, Sphere,,,
82623,2017-03-13 15:20:00,2017-03-13 02:10:00,"Viewing Distance 20 Feet or Less, N/A",0 days 00:10:00.000000000, Nashville,, United States, 36.07517, -86.95159, Other,,,
82624,2017-03-13 15:50:00,2017-03-12 16:30:00,Viewing Distance Unknown,0 days 00:05:00.000000000, San Jose,, United States, 37.34062, -121.88074, Sphere,,,
82625,2017-03-13 16:12:00,2010-07-12 22:00:00,Viewing Distance N/A,0 days 01:00:00.000000000, New Orleans,, United States, 29.95613, -90.06664, Star-like,,,
82626,2017-03-13 16:15:00,2017-03-13 11:30:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Los Angeles,, United States, 34.11159, -118.33949, Unknown,,,
82627,2017-03-13 17:25:00,2010-08-01 15:01:00,Viewing Distance N/A,0 days 01:01:01.000000000, Minnesota,, 46.73594, -94.68056,, N,,,
82628,2017-03-13 17:38:00,2017-03-13 19:45:00,Viewing Distance Over One Mile,0 days 00:04:00.000000000, Potchefstroom,, South Africa, -26.69960, 27.08352, Triangle,,,
82629,2017-03-13 18:51:00,2016-05-14 02:25:00,Viewing Distance 20 Feet or Less,0 days 00:25:00.000000000, Dublin,, Ireland, 53.35124, -6.26078, Oval,,,
82630,2017-03-13 19:25:00,2017-02-22 18:30:00,Viewing Distance Unknown,0 days 00:05:00.000000000, Duffield,, United States, 36.65236, -82.74894, Other,,,
82631,2017-03-14 01:48:00,2017-03-10 19:30:00,Viewing Distance 101-500 Feet,0 days 00:00:15.000000000, Indio,, United States, 33.68888, -116.26815, Sphere,,,
82632,2017-03-14 02:49:00,2017-03-11 15:15:00,Viewing Distance 501 Feet - 1 Mile,0 days 01:30:00.000000000, Mesa,, United States, 33.43760, -111.83991, Disc,,,
82633,2017-03-14 05:34:00,2017-03-09 00:00:00,Viewing Distance N/A,0 days 00:10:00.000000000, Abbeville,, United States, 31.63572, -85.13363, Boomerang,,,
82634,2017-03-14 06:32:00,1993-04-05 00:00:00,Viewing Distance 20 Feet or Less,0 days 04:00:00.000000000, Prince Albert,, Canada, 53.19161, -105.77045, Cylinder,,,
82635,2017-03-14 06:37:00,2017-03-13 20:30:00,Viewing Distance 20 Feet or Less,0 days 00:02:00.000000000, East Preston,, United Kingdom, 50.82465, -0.46714, Unknown,,,
82636,2017-03-14 10:59:00,2017-03-03 23:55:00,Viewing Distance Unknown,, Jonesboro,, United States, 33.58289, -84.39682,,,,
82637,2017-03-14 13:33:00,2017-03-14 06:50:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Eungella,, Australia, -21.12237, 148.49982, Cylinder,,,
82638,2017-03-14 18:32:00,2017-02-11 19:30:00,Viewing Distance Over One Mile,0 days 00:00:34.000000000, Texas,, 31.97847, -99.89497,, Circle,,,
82639,2017-03-14 21:21:00,2017-02-09 00:00:00,Viewing Distance Over One Mile,0 days 00:25:00.000000000, Hialeah,, United States, 25.83897, -80.26057, Square,,,
82640,2017-03-15 02:49:00,2017-02-23 00:00:00,Viewing Distance Over One Mile,0 days 01:00:00.000000000, Of I-10 20 hours from Jax,, United States, 30.52803, -99.85241, Fireball,,,
82641,2017-03-15 03:04:00,2017-03-13 20:30:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Conway,, US,,, Saturn-like,,,
82642,2017-03-15 07:35:00,2017-01-13 00:00:00,Viewing Distance Unknown,0 days 00:06:00.000000000, Fort Worth,, United States, 32.70191, -97.46959, Other,,,
82643,2017-03-15 10:39:00,2017-03-15 19:45:00,Viewing Distance 501 Feet - 1 Mile,0 days 07:45:12.000000000, Puducherry,, India, 11.95467, 79.82529, Circle,,,
82644,2017-03-15 13:56:00,2017-03-14 00:00:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Andisheh New Town,, Iran, 35.70783, 51.02276, Circle,,,
82645,2017-03-15 14:12:00,2017-01-23 20:15:00,Viewing Distance Over One Mile,, Tacoronte,, Spain, 28.47979, -16.41332,,,,
82646,2017-03-15 14:49:00,2016-08-16 04:10:00,Viewing Distance Over One Mile,0 days 00:17:00.000000000, Edison,, United States, 40.57187, -74.35751, Triangle,,,
82647,2017-03-15 14:40:00,2017-03-14 00:00:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Andisheh New Town,, Iran, 35.71315, 51.03001, Circle,,,
82648,2017-03-15 15:23:00,2017-03-14 22:00:00,Viewing Distance N/A,0 days 10:00:00.000000000, Coquitlam,, Canada, 49.24068, -122.81384, N,,,
82649,2017-03-15 17:10:00,2017-03-15 20:25:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:00.000000000, Trimdon Grange,, United Kingdom, 54.71434, -1.42540, Circle,,,
82650,2017-03-15 19:55:00,2017-03-09 19:01:00,Viewing Distance Unknown,0 days 00:00:07.000000000, Marrero,, United States, 29.90237, -90.12927, Boomerang,,,
82651,2017-03-15 20:04:00,2015-07-26 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:05:00.000000000, Mentor,, United States, 41.65101, -81.35839, Triangle,,,
82652,2017-03-15 20:38:00,1970-04-10 00:00:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, Oxford,, United States, 34.36473, -89.53844, Cigar,,,
82653,2017-03-15 21:16:00,2016-08-20 20:20:00,Viewing Distance 501 Feet - 1 Mile,, Brampton,, Canada, 43.63313, -79.72516,,,,
82654,2017-03-15 21:31:00,2017-03-15 20:57:00,Viewing Distance Over One Mile,0 days 00:14:00.000000000, Plympton-Wyoming,, Canada, 43.10552, -82.14405, Sphere,,,
82655,2017-03-15 23:14:00,2017-03-15 17:10:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Clinton,, United States, 41.12405, -112.04937, Diamond,,,
82656,2017-03-16 00:17:00,2017-03-15 03:03:00,Viewing Distance 20 Feet or Less,0 days 01:00:00.000000000, California,, 36.78256, -119.41092,, N,,,
82657,2017-03-16 00:14:00,2017-03-14 00:00:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Andisheh New Town,, Iran, 35.70893, 51.02536, Circle,,,
82658,2017-03-16 02:21:00,2016-04-16 16:15:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:00.000000000, Buffalo,, United States, 42.88194, -78.88356, Sphere,,,
82659,2017-03-16 02:56:00,2017-03-14 00:00:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Andisheh New Town,, Iran, 35.71708, 51.03269, Circle,,,
82660,2017-03-16 03:12:00,2017-03-14 00:00:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile, Over 1 Mile",0 days 03:00:00.000000000, Andisheh New Town,, Iran, 35.71573, 51.02944, Circle,,,
82661,2017-03-16 05:17:00,2017-02-22 15:30:00,Viewing Distance 21-100 Feet,0 days 00:03:00.000000000, Carroll,, US,,, Bullet,,,
82662,2017-03-16 09:51:00,2010-02-12 21:05:00,Viewing Distance Unknown,0 days 00:10:00.000000000, Dont recall,,,,, Fireball,,,
82663,2017-03-16 13:56:00,2017-03-15 10:32:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:25:00.000000000, Cheadle,, United Kingdom, 53.00349, -1.96683, Disc,,,
82664,2017-03-16 16:45:00,2017-02-15 00:00:00,Viewing Distance N/A,, McMurdo Station,, -77.84188, 166.68634,,,,,
82665,2017-03-16 17:39:00,1998-05-31 03:00:00,Viewing Distance N/A,0 days 00:07:00.000000000, Rochester,, United States, 43.18297, -77.70292, N,,,
82666,2017-03-16 18:56:00,2016-07-08 00:00:00,Viewing Distance 101-500 Feet,, Gin Gin,, Australia, -24.99083, 151.95000,,,,
82667,2017-03-16 20:46:00,2017-03-09 19:00:00,"Viewing Distance 101-500 Feet, Over 1 Mile, Unknown",0 days 06:00:00.000000000, California,, 36.78806, -119.40939,, Circle,,,
82668,2017-03-16 20:52:00,2017-03-09 19:00:00,"Viewing Distance 101-500 Feet, Over 1 Mile, Unknown",0 days 06:00:00.000000000, California,, 36.78783, -119.40884,, Circle,,,
82669,2017-03-16 22:21:00,2017-03-16 21:30:00,Viewing Distance Unknown,0 days 00:20:00.000000000, Woodsfield,, United States, 39.76257, -81.11538, Sphere,,,
82670,2017-03-16 23:21:00,2017-03-16 21:15:00,Viewing Distance Over One Mile,0 days 00:00:02.000000000, Chicago,, United States, 41.92114, -87.73514, Egg,,,
82671,2017-03-17 00:25:00,2017-03-16 14:45:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:08:00.000000000, Lincoln,, United States, 38.88068, -121.30351, Cylinder,,,
82672,2017-03-17 00:31:00,1965-06-01 01:01:00,Viewing Distance 101-500 Feet,0 days 00:10:00.000000000, Boonville,, US,,, Unknown,,,
82673,2017-03-17 02:23:00,2016-08-12 23:15:00,Viewing Distance Unknown,0 days 00:00:20.000000000, Missoula,, United States, 46.87766, -113.99770, Circle,,,
82674,2017-03-17 03:31:00,2017-03-16 00:00:00,Viewing Distance Unknown,0 days 00:00:04.000000000, Casper,, United States, 42.80910, -106.31826, Circle,,,
82675,2017-03-17 04:08:00,2016-04-13 02:30:00,Viewing Distance Unknown,0 days 00:08:00.000000000, Ashland,, United States, 42.18326, -122.72087, Unknown,,,
82676,2017-03-17 10:01:00,2017-03-16 21:20:00,Viewing Distance Unknown,0 days 00:07:00.000000000, Belington,, United States, 39.02512, -79.93567, Flash,,,
82677,2017-03-17 10:20:00,2014-10-07 00:00:00,Viewing Distance 101-500 Feet,0 days 00:04:30.000000000, Monroe Township,, United States, 40.30388, -74.45489, Triangle,,,
82678,2017-03-17 14:47:00,2017-02-27 18:50:00,Viewing Distance Unknown,0 days 00:00:20.000000000, Lac-Mégantic,, Canada, 45.56265, -70.87950, Sphere,,,
82679,2017-03-17 18:33:00,2017-03-14 21:57:00,Viewing Distance Over One Mile,0 days 00:00:45.000000000, Spicewood,, United States, 30.47605, -98.15657, N,,,
82681,2017-03-17 21:25:00,2016-05-31 22:30:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 00:00:30.000000000, Santa fe,, US,,, Circle,,,
82685,2017-03-17 23:40:00,2013-03-17 17:15:00,Viewing Distance 101-500 Feet,0 days 00:14:00.000000000, Fort Worth,, United States, 32.67038, -97.34293, Saturn-like,,,
82686,2017-03-18 00:39:00,2017-03-17 22:00:00,Viewing Distance Unknown,0 days 00:02:00.000000000, Bullard,, United States, 32.09519, -95.43231, Saturn-like,,,
82687,2017-03-18 01:03:00,2016-09-16 19:54:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile, Unknown",0 days 00:03:00.000000000, Fremont,, United States, 41.33984, -83.13813, Unknown,,,
82688,2017-03-18 01:45:00,2017-03-17 21:30:00,Viewing Distance 101-500 Feet,0 days 00:00:10.000000000, Mandeville,, United States, 30.39957, -90.05420, Sphere,,,
82689,2017-03-18 03:21:00,2017-03-17 11:34:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, Chaparral,, United States, 32.05131, -106.42881, Unknown,,,
82690,2017-03-18 03:38:00,2017-02-17 23:40:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Fontana,, United States, 34.10157, -117.43213, Fireball,,,
82691,2017-03-18 07:05:00,2017-03-18 05:08:00,Viewing Distance N/A,0 days 00:01:02.000000000, Ural,, Russia, 54.68494, 54.63361, Star-like,,,
82692,2017-03-18 08:37:00,2017-03-18 05:35:00,Viewing Distance Unknown,0 days 01:30:00.000000000, Port Allen,, United States, 30.44749, -91.20733, Egg,,,
82693,2017-03-18 08:43:00,2010-10-01 01:30:00,Viewing Distance 20 Feet or Less,0 days 00:05:00.000000000, Bletchley,, United Kingdom, 51.97466, -0.73637, Circle,,,
82694,2017-03-18 08:48:00,2017-02-15 20:07:00,Viewing Distance Over One Mile,0 days 00:00:13.000000000, Ahmedabad,, India, 22.99533, 72.60209, Circle,,,
82695,2017-03-18 09:42:00,2017-03-06 00:00:00,Viewing Distance Unknown,, Scottville,, United States, 43.97625, -86.29432,,,,
82696,2017-03-18 13:07:00,2017-03-17 11:34:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, Chaparral,, United States, 32.05234, -106.41992, Unknown,,,
82697,2017-03-18 13:08:00,2017-03-16 19:15:00,Viewing Distance 21-100 Feet,0 days 00:03:15.000000000, High Point,, United States, 35.96020, -79.99883, Sphere,,,
82698,2017-03-18 14:16:00,2016-12-18 12:00:00,Viewing Distance N/A,0 days 00:00:00.000000000, Marignane,, France, 43.42127, 5.21833, Unknown,,,
82700,2017-03-18 17:20:00,2017-03-17 21:30:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:00:10.000000000, Cheyenne,, United States, 41.14185, -104.81101, Bullet,,,
82701,2017-03-18 18:00:00,2017-03-15 00:00:00,Viewing Distance 20 Feet or Less,, West Virginia,, 38.60137, -80.44717,,,,,
82702,2017-03-18 19:20:00,2017-03-12 12:03:00,Viewing Distance Unknown,0 days 00:00:20.000000000, Sunnyvale,, United States, 37.36382, -122.05684, Oval,,,
82703,2017-03-18 19:54:00,2017-03-18 15:15:00,Viewing Distance Over One Mile,, Chula Vista,, United States, 32.63198, -117.03087,,,,
82704,2017-03-18 21:17:00,2017-03-18 20:26:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:30.000000000, Tacna,, Peru, -18.04144, -70.27758, Circle,,,
82705,2017-03-18 22:16:00,1959-07-15 15:05:00,Viewing Distance Over One Mile,0 days 00:02:00.000000000, Pineville,, United States, 31.33075, -92.42613, Cylinder,,,
82706,2017-03-18 22:37:00,1989-01-20 00:00:00,Viewing Distance 501 Feet - 1 Mile,, Nogales,, United States, 31.34218, -110.92992,,,,
82707,2017-03-18 22:40:00,2015-05-27 00:00:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:15:00.000000000, Sremska Mitrovica Old Si,,,,, Unknown,,,
82708,2017-03-19 01:55:00,1969-01-09 21:03:00,Viewing Distance 20 Feet or Less,0 days 00:20:00.000000000, Crescent City,, United States, 41.76713, -124.22896, Disc,,,
82709,2017-03-19 04:28:00,2017-03-02 00:00:00,Viewing Distance Over One Mile,0 days 00:06:00.000000000, Königsbach-Stein,, Germany, 48.96629, 8.60717, Egg,,,
82710,2017-03-19 05:52:00,2004-05-01 00:00:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, Chester Springs,, United States, 40.15528, -75.60940, Triangle,,,
82711,2017-03-19 09:12:00,2017-02-17 09:05:00,Viewing Distance Unknown,0 days 00:07:00.000000000, Gainesville,, United States, 29.68242, -82.42399, Other,,,
82712,2017-03-19 09:40:00,1995-08-31 15:20:00,Viewing Distance 20 Feet or Less,0 days 02:15:00.000000000, Casa Grande,, United States, 32.89416, -111.75730, Other,,,
